SITE_ID,VISIT_NO,UID,DATE_COL,AREA_HA,DSGN12,ELEVATION,EPA_REG,EVALSTAT,HUC2,HUC8,LAKE_ORIGIN,LAKE_ORIGIN12,LAT_DD83,LON_DD83,PERIM_KM,SITEID_07,ST_SITEID,STATUS,ECO_LEV_3,ECO_LEV_3_2015,ECO_LEV_4,ECO_LEV_4_2015,XCOORD,YCOORD
NLA12_CA-111,1,7341,7/19/2012,146.5493939,Included,488.8,Region_9,TargetSampleable,18,18020126,MAN_MADE,MAN_MADE,39.013583,-121.0410833,14.4411696,,NLA12_CA-111,Target_Sampled,6,6,6b,6b,-2123398.544,451032.1514
NLA12_CA-111,2,7937,8/14/2012,146.5493939,Included,488.8,Region_9,TargetSampleable,18,18020126,MAN_MADE,MAN_MADE,39.013583,-121.0410833,14.4411696,,NLA12_CA-111,Target_Sampled,6,6,6b,6b,-2123398.544,451032.1514
NLA12_CA-112,1,7424,7/25/2012,21.60541441,Included,425.25,Region_9,TargetSampleable,18,18020125,MAN_MADE,MAN_MADE,39.37366934,-121.2786137,3.383860377,,NLA12_CA-112,Target_Sampled,6,6,6b,6b,-2132456.406,495302.4571
NLA12_CA-113,,,,4.96285778,Included,45.75,Region_9,Nontarget-Ephemeral,18,18040002,,,37.58201372,-120.7499359,1.107199123,,NLA12_CA-113,Non_Target,7,7,7d,7d,-2140591.57,289519.7294
NLA12_CA-114,,,,2.398230943,Included,3642.97,Region_9,Inaccessible-Barrier/Safety,18,18040006,NATURAL,NATURAL,37.11653984,-118.7280171,0.605147525,,NLA12_CA-114,Target_Inacc,5,5,5a,5a,-1981575.025,195119.7971
NLA12_CA-115,,,,11.71025568,Included,0,Region_9,Nontarget-NoRecAquatUse,18,18050002,,,38.09268863,-122.2406498,1.396069591,,NLA12_CA-115,Lake_Special_Purpose,6,6,6r,6r,-2250720.874,379152.3018
NLA12_CA-116,1,6559,6/12/2012,19.58614266,Included,1658,Region_9,TargetSampleable,18,18020005,NATURAL,NATURAL,41.22806098,-122.3816476,1.855488603,,NLA12_CA-116,Target_Sampled,78,78,78n,78n,-2166225.251,720362.0008
NLA12_CA-117,,,,2.835723157,Included,63.31,Region_9,Nontarget-MapError,18,18030012,,,35.92391255,-119.4564833,0.690590787,,NLA12_CA-117,Not_Lake,7,7,7r,7r,-2076454.277,80999.47824
NLA12_CA-118,,,,2.4493061,Included,2650.02,Region_9,Inaccessible-Effort,18,18090102,NATURAL,NATURAL,37.6085052,-118.9426391,0.674680548,,NLA12_CA-118,Target_Inacc,5,5,5i,5i,-1986743.072,253148.8207
NLA12_CA-119,1,7740,8/7/2012,4470.73541,Included,332.34,Region_9,TargetSampleable,18,18040010,MAN_MADE,MAN_MADE,37.95383641,-120.4968436,205.1316367,,NLA12_CA-119,Target_Sampled,6,6,6b,6b,-2108567.971,324143.5426
NLA12_CA-120,,,,605.0198111,Included,1244.5,Region_9,Nontarget-Other,18,18010204,,,41.92485076,-121.6651735,10.10275902,,NLA12_CA-120,Non_Target,9,9,9g,9g,-2088048.126,779400.3848
NLA12_CA-121,1,6659,6/19/2012,1005.9283,Included,199.55,Region_9,TargetSampleable,18,18030006,MAN_MADE,MAN_MADE,36.08284307,-118.9092314,42.22641737,,NLA12_CA-121,Target_Sampled,6,6,6c,6c,-2024714.22,86461.75954
NLA12_CA-122,,,,2.118525879,Included,2128.43,Region_9,Inaccessible-Effort,18,18020125,NATURAL,NATURAL,39.40910079,-120.5572128,0.676502872,,NLA12_CA-122,Target_Inacc,5,5,5c,5c,-2071966.886,483179.61
NLA12_CA-123,1,7989,8/15/2012,10.42702163,Included,2445.3,Region_9,TargetSampleable,16,16050201,MAN_MADE,MAN_MADE,38.76397086,-119.9656214,1.381916533,,NLA12_CA-123,Target_Sampled,5,5,5b,5b,-2041170.285,400414.218
NLA12_CA-124,,,,17.2077507,Included,2.69,Region_9,Nontarget-Coastal Saline,18,18070304,,,32.97161107,-117.2640908,5.883836905,,NLA12_CA-124,Lake_Saline,85,85,85e,85e,-1959041.917,-286569.3833
NLA12_CA-125,,,,1.688147377,Included,131.33,Region_9,Nontarget-Ephemeral,18,18010110,,,38.69775682,-122.8175849,0.540051004,,NLA12_CA-125,Non_Target,6,6,6j,6j,-2280014.906,458099.737
NLA12_CA-126,,,,11.83269068,Included,3279.27,Region_9,Inaccessible-Effort,18,18090102,NATURAL,NATURAL,37.14453314,-118.5565952,2.36554277,,NLA12_CA-126,Target_Inacc,5,5,5k,5k,-1966174.616,194607.4851
NLA12_CA-127,,,,3.355728389,Included,14.36,Region_9,Nontarget-NotLake,18,18020109,MAN_MADE,MAN_MADE,38.54496637,-121.4016263,0.753708122,,NLA12_CA-127,Not_Lake,7,7,7a,7a,-2167118.057,408484.9248
NLA12_CA-128,1,7563,7/31/2012,1.033384661,Included,1811.55,Region_9,TargetSampleable,18,18010104,NATURAL,NATURAL,39.72615676,-122.8416693,0.418172977,,NLA12_CA-128,Target_Sampled,78,78,78r,78r,-2249884.563,569370.0045
NLA12_CA-129,,,,1.528439627,Included,221.7,Region_9,Nontarget-TooSmall,18,18040014,,,36.91239065,-121.0007868,0.536483447,,NLA12_CA-129,Lake_LT_1ha,6,6,6aa,6aa,-2181300.733,222741.8864
NLA12_CA-130,,,,3.777654583,Included,1533.36,Region_9,AccessDenied,18,18040009,NATURAL,NATURAL,37.95246916,-119.8398926,0.791026657,,NLA12_CA-130,Target_Denied,5,5,5m,5m,-2053266.985,309610.0839
NLA12_CA-131,,,,25.34824874,Included,1.06,Region_9,Nontarget-NoRecAquatUse,18,18050001,MAN_MADE,MAN_MADE,38.03968677,-121.9482729,2.14395772,,NLA12_CA-131,Lake_Special_Purpose,7,7,7j,7j,-2227874.998,366544.8219
NLA12_CA-132,1,6596,6/13/2012,36.17217915,Included,613.92,Region_9,TargetSampleable,18,18020113,MAN_MADE,MAN_MADE,40.50757762,-122.6943291,4.202623881,,NLA12_CA-132,Target_Sampled,78,78,78k,78k,-2213591.772,650009.482
NLA12_CA-133,,,,3.148519861,Included,2996.64,Region_9,Inaccessible-Barrier/Safety,18,18030007,NATURAL,NATURAL,36.55421116,-118.5647436,0.742767562,,NLA12_CA-133,Target_Inacc,5,5,5k,5k,-1982428.675,130491.7289
NLA12_CA-134,,,,16.35524232,Included,3094.62,Region_9,Inaccessible-Barrier/Safety,18,18040008,NATURAL,NATURAL,37.64346558,-119.3824594,1.874731571,,NLA12_CA-134,Target_Inacc,5,5,5a,5a,-2023111.224,266230.1349
NLA12_CA-135,1,7988,8/15/2012,245.7747884,Included,2378.19,Region_9,TargetSampleable,18,18020129,MAN_MADE,MAN_MADE,38.69849847,-120.0450767,9.830316262,,NLA12_CA-135,Target_Sampled,5,5,5b,5b,-2049629.798,395018.6894
NLA12_CA-136,,,,58.25070359,Included,924.39,Region_9,Nontarget-NoRecAquatUse,18,18090206,MAN_MADE,MAN_MADE,34.70582108,-118.4363027,3.14731755,,NLA12_CA-136,Lake_Special_Purpose,14,14,14j,14j,-2019754.538,-73360.18437
NLA12_CA-137,,,,6.889476289,Included,2813.03,Region_9,Inaccessible-Effort,18,18030010,NATURAL,NATURAL,37.15682803,-119.0762205,0.97805086,,NLA12_CA-137,Target_Inacc,5,5,5k,5k,-2010253.76,206816.9351
NLA12_CA-138,1,8424,9/6/2012,8.907100118,Included,1976.21,Region_9,TargetSampleable,18,18080003,NATURAL,NATURAL,40.51311798,-121.1651745,1.336509,,NLA12_CA-138,Target_Sampled,4,4,4e,4e,-2089697.685,615984.8383
NLA12_CA-139,,,,13.13815535,Included,2407.32,Region_9,Inaccessible-Barrier/Safety,16,16050101,NATURAL,NATURAL,38.87731661,-120.1377147,2.067492444,,NLA12_CA-139,Target_Inacc,5,5,5b,5b,-2052319.979,416420.2622
NLA12_CA-140,,,,1.004571342,Included,59.67,Region_9,Nontarget-TooSmall,15,15030104,NATURAL,NATURAL,32.95613986,-114.4788688,0.421634763,,NLA12_CA-140,Lake_LT_1ha,81,81,81i,81i,-1706266.976,-341973.5486
NLA12_CA-141,1,8148,8/22/2012,1.613422335,Included,455.8,Region_9,TargetSampleable,18,18020116,MAN_MADE,MAN_MADE,39.09599481,-122.9319835,0.551743677,,NLA12_CA-141,Target_Sampled,6,6,6i,6i,-2276998.804,503705.5915
NLA12_CA-142,,,,7.608530025,Included,3520.17,Region_9,Inaccessible-Effort,18,18040006,NATURAL,NATURAL,37.34985049,-118.795801,1.35784513,,NLA12_CA-142,Target_Inacc,5,5,5a,5a,-1981159.826,221931.4181
NLA12_CA-143,1,6160,5/2/2012,2.481529197,Included,13.06,Region_9,TargetSampleable,18,18050004,MAN_MADE,MAN_MADE,37.56448938,-121.9971818,0.832914483,,NLA12_CA-143,Target_Sampled,6,6,6t,6t,-2246357.58,316413.5526
NLA12_CA-144,,,,89.87355692,Included,493.37,Region_9,Nontarget-Ephemeral,18,18090205,,,35.74960883,-117.3645185,8.405610197,,NLA12_CA-144,Non_Target,14,14,14f,14f,-1898904.167,18265.32717
NLA12_CA-145,1,7529,7/30/2012,4.667632946,Included,55.78,Region_9,TargetSampleable,18,18050003,MAN_MADE,MAN_MADE,37.24681552,-121.8722039,0.843198756,,NLA12_CA-145,Target_Sampled,6,6,6t,6t,-2245400.08,279176.8668
NLA12_CA-146,,,,10.19880039,Included,3250.72,Region_9,Inaccessible-Barrier/Safety,18,18040009,NATURAL,NATURAL,38.04725562,-119.370619,1.307218613,,NLA12_CA-146,Target_Inacc,5,5,5a,5a,-2011089.827,309873.0661
NLA12_CA-147,,,,3.924182845,Included,3.7,Region_9,Nontarget-NotLake,18,18020109,,,38.36979919,-121.4692328,1.095645288,,NLA12_CA-147,Not_Lake,7,7,7a,7a,-2177946.47,391095.5953
NLA12_CA-148,,,,11.53545,Included,1770.61,Region_9,AccessDenied,18,18020002,NATURAL,NATURAL,41.27565215,-120.2786052,1.673939935,,NLA12_CA-148,Target_Denied,9,9,9m,9m,-1996138.02,679444.4862
NLA12_CA-149,,,,4.187562874,Included,3293.04,Region_9,Inaccessible-Barrier/Safety,18,18030001,NATURAL,NATURAL,36.50433554,-118.2693316,1.004943174,,NLA12_CA-149,Target_Inacc,5,5,5k,5k,-1958252.554,118934.4487
NLA12_CA-150,,,,5.787689639,Included,2893,Region_9,Inaccessible-Barrier/Safety,18,18040006,NATURAL,NATURAL,37.62830247,-119.1541963,1.015913585,,NLA12_CA-150,Target_Inacc,5,5,5k,5k,-2004165.611,259744.8027
NLA12_CA-151,,,,3.278201555,Included,2347.46,Region_9,Nontarget-NotLake,18,18040009,,,38.05838529,-119.6533195,0.778946479,,NLA12_CA-151,Not_Lake,5,5,5k,5k,-2034608.167,317100.0193
NLA12_CA-152,,,,18.30262421,Included,913.32,Region_9,Nontarget-NoRecAquatUse,18,18090206,MAN_MADE,MAN_MADE,34.51198613,-117.9165706,1.850816511,,NLA12_CA-152,Lake_Special_Purpose,14,14,14j,14j,-1978765.173,-105384.9259
NLA12_CA-153,,,,2.617017951,Included,3250.09,Region_9,Inaccessible-Barrier/Safety,18,18030010,NATURAL,NATURAL,36.90269653,-118.5585057,0.65594563,,NLA12_CA-153,Target_Inacc,5,5,5a,5a,-1972710.119,168309.0553
NLA12_CA-154,1,7229,7/17/2012,37.07423963,Included,1329.45,Region_9,TargetSampleable,16,16040203,MAN_MADE,RESERVOIR,40.63158462,-120.00287,3.634373951,,NLA12_CA-154,Target_Sampled,80,80,80g,80g,-1991977.424,603852.1563
NLA12_CA-155,,,,1.419710367,Included,316.54,Region_9,Nontarget-TooSmall,18,18020115,,,39.45869039,-122.5193071,0.481474731,,NLA12_CA-155,Lake_LT_1ha,6,6,6f,6f,-2231829.585,532968.545
NLA12_CA-156,1,8265,8/27/2012,76.83942876,Included,846.17,Region_9,TargetSampleable,18,18090208,MAN_MADE,MAN_MADE,34.49328953,-117.2618539,10.93337987,,NLA12_CA-156,Target_Sampled,14,14,14j,14j,-1921122.335,-120855.8741
NLA12_CA-157,1,6642,6/18/2012,168.429028,Included,76.93,Region_9,TargetSampleable,18,18040001,MAN_MADE,MAN_MADE,37.3732653,-120.4335059,6.552443235,,NLA12_CA-157,Target_Sampled,7,7,7d,7d,-2119782.408,259811.4946
NLA12_CA-158,,,,10.03140329,Included,3420.56,Region_9,Inaccessible-Effort,18,18040006,NATURAL,NATURAL,37.28182987,-118.7404838,1.385748364,,NLA12_CA-158,Target_Inacc,5,5,5a,5a,-1978251.145,213374.1769
NLA12_CA-159,,,,26.17741538,Included,0,Region_9,Nontarget-NotLake,18,18050001,,,38.14065895,-122.0883274,3.619553568,,NLA12_CA-159,Not_Lake,7,7,7j,7j,-2236529.14,380730.3711
NLA12_CA-160,,,,5.705131371,Included,2015.86,Region_9,Inaccessible-Barrier/Safety,18,18010208,NATURAL,NATURAL,41.31481402,-122.9262704,0.927557462,,NLA12_CA-160,Target_Inacc,78,78,78o,78o,-2207039.267,742225.6784
NLA12_CA-161,,,,3.481819245,Included,146.91,Region_9,AccessDenied,18,18060005,MAN_MADE,MAN_MADE,36.14302805,-121.1174362,0.706995654,,NLA12_CA-161,Target_Denied,6,6,6af,6af,-2213755.276,142233.4482
NLA12_CA-162,,,,11.97288579,Included,2845.2,Region_9,Inaccessible-Barrier/Safety,18,18040008,NATURAL,NATURAL,37.77695733,-119.3852141,1.774964904,,NLA12_CA-162,Target_Inacc,5,5,5k,5k,-2019700.202,280799.3527
NLA12_CA-163,,,,17.86701651,Included,54,Region_9,AccessDenied,18,18040005,MAN_MADE,MAN_MADE,38.30649848,-121.0560372,2.154730405,,NLA12_CA-163,Target_Denied,6,6,6d,6d,-2145291.578,374851.1156
NLA12_CA-164,,,,2.026280881,Included,1769.05,Region_9,Nontarget-TooSmall,18,18080002,,,40.91338098,-120.8276928,0.617313737,,NLA12_CA-164,Lake_LT_1ha,9,9,9r,9r,-2050739.574,651920.1335
NLA12_CA-165,,,,2.207323816,Included,3271.21,Region_9,Inaccessible-Barrier/Safety,18,18030010,NATURAL,NATURAL,36.70687921,-118.4298884,0.600199526,,NLA12_CA-165,Target_Inacc,5,5,5k,5k,-1966803.117,144315.8171
NLA12_CA-166,1,7423,7/24/2012,12.60971255,Included,1884.91,Region_9,TargetSampleable,18,18020123,NATURAL,NATURAL,39.76106147,-120.7127085,1.465793782,,NLA12_CA-166,Target_Sampled,5,5,5c,5c,-2074648.846,524696.8887
NLA12_CA-167,1,7263,7/18/2012,10.09473893,Included,1797.3,Region_9,TargetSampleable,18,18020128,MAN_MADE,MAN_MADE,39.30959639,-120.578516,1.381695947,,NLA12_CA-167,Target_Sampled,5,5,5c,5c,-2076576.216,472863.3513
NLA12_CA-168,1,6235,5/21/2012,70.10301509,Included,98.57,Region_9,TargetSampleable,18,18070203,MAN_MADE,MAN_MADE,33.8011914,-117.8101552,6.407347731,NLA06608-1653,NLA12_CA-168,Target_Sampled,85,85,85d,85d,-1987401.701,-184964.4375
NLA12_CA-169,,,,3.26858304,Included,3152.3,Region_9,Inaccessible-Barrier/Safety,18,18030010,NATURAL,NATURAL,36.83935671,-118.476149,0.683400964,,NLA12_CA-169,Target_Inacc,5,5,5k,5k,-1967306.013,159703.3672
NLA12_CA-170,,,,8.32140126,Included,60.39,Region_9,Nontarget-NoRecAquatUse,18,18050002,MAN_MADE,MAN_MADE,38.50123588,-122.4397324,1.173641582,,NLA12_CA-170,Lake_Special_Purpose,6,6,6l,6l,-2254779.064,427916.2352
NLA12_CA-171,,,,2.534480432,Included,765.14,Region_9,AccessDenied,18,18020116,MAN_MADE,MAN_MADE,39.12932157,-122.815955,0.891154687,,NLA12_CA-171,Target_Denied,6,6,6g,6g,-2266411.3,504518.9161
NLA12_CA-172,1,6279,5/23/2012,25.61192863,Included,314.7,Region_9,TargetSampleable,18,18070303,MAN_MADE,MAN_MADE,33.15989079,-117.0432688,3.075259305,,NLA12_CA-172,Target_Sampled,85,85,85g,85g,-1934417.852,-270596.817
NLA12_CA-173,,,,12.21641941,Included,2.83,Region_9,Nontarget-TooShallow,18,18060012,NATURAL,NATURAL,36.73695506,-121.8033673,1.987673991,,NLA12_CA-173,Lake_Shallow,6,6,6w,6w,-2254895.367,222516.5093
NLA12_CA-174,1,6558,6/11/2012,15.33535344,Included,0,Region_9,TargetSampleable,18,18040003,MAN_MADE,MAN_MADE,37.91390879,-121.6012966,2.569955959,,NLA12_CA-174,Target_Sampled,7,7,7j,7j,-2202565.442,344874.6437
NLA12_CA-175,,,,2.591708186,Included,3213.94,Region_9,Inaccessible-Barrier/Safety,18,18030007,NATURAL,NATURAL,36.39271973,-118.5991674,0.636085477,,NLA12_CA-175,Target_Inacc,5,5,5k,5k,-1989657.222,113629.4816
NLA12_CA-176,,,,3.860855369,Included,2398.09,Region_9,Inaccessible-Barrier/Safety,18,18040012,NATURAL,NATURAL,38.51920313,-119.9804794,0.875638585,,NLA12_CA-176,Target_Inacc,5,5,5b,5b,-2049258.466,374167.1587
NLA12_CA-177,,,,12.04900288,Included,2990.76,Region_9,Inaccessible-Barrier/Safety,18,18030010,NATURAL,NATURAL,37.04133186,-118.8813052,1.546745632,,NLA12_CA-177,Target_Inacc,5,5,5k,5k,-1996690.802,190142.4599
NLA12_CA-178,,,,12.833031,Included,2348.02,Region_9,Inaccessible-Barrier/Safety,16,16050101,NATURAL,NATURAL,38.91814343,-120.1233316,2.001543364,,NLA12_CA-178,Target_Inacc,5,5,5b,5b,-2049974.291,420539.1299
NLA12_CA-179,1,6623,6/14/2012,5.153006095,Included,0.03,Region_9,Nontarget-Coastal Saline,18,18050002,MAN_MADE,MAN_MADE,38.07792375,-122.5036091,0.962837685,,NLA12_CA-179,Lake_Saline,6,6,6p,6p,-2273146.283,383819.5401
NLA12_CA-180,1,7064,7/10/2012,4477.606177,Included,142.8,Region_9,TargetSampleable,18,18020129,MAN_MADE,MAN_MADE,38.72817607,-121.131213,129.7812536,,NLA12_CA-180,Target_Sampled,6,6,6b,6b,-2139223.861,422171.969
NLA12_CA-181,1,8333,8/29/2012,14.37020861,Included,95.36,Region_9,TargetSampleable,18,18050003,MAN_MADE,MAN_MADE,37.17995179,-121.6910013,1.511747383,,NLA12_CA-181,Target_Sampled,6,6,6v,6v,-2232061.201,267689.5661
NLA12_CA-182,,,,1.248699628,Included,12.78,Region_9,Nontarget-TooSmall,18,18040005,,,38.29863265,-121.3221783,0.469583198,,NLA12_CA-182,Lake_LT_1ha,7,7,7a,7a,-2167771.754,380039.639
NLA12_CA-183,,,,10.48489011,Included,3330.97,Region_9,Inaccessible-Barrier/Safety,18,18030001,NATURAL,NATURAL,36.58464956,-118.5003458,1.44896641,,NLA12_CA-183,Target_Inacc,5,5,5k,5k,-1976077.466,132464.9657
NLA12_CA-184,,,,6.889795513,Included,2372.82,Region_9,Inaccessible-Barrier/Safety,18,18040009,NATURAL,NATURAL,38.14321093,-119.7361984,1.487765661,,NLA12_CA-184,Target_Inacc,5,5,5k,5k,-2039238.558,328090.0419
NLA12_CA-185,,,,5.71686672,Included,3063.59,Region_9,Inaccessible-Barrier/Safety,18,18030010,NATURAL,NATURAL,37.16107019,-118.8458172,1.486269514,,NLA12_CA-185,Target_Inacc,5,5,5k,5k,-1990459.462,202428.7198
NLA12_CA-186,,,,2.611133704,Included,3082.29,Region_9,Inaccessible-Barrier/Safety,18,18040009,NATURAL,NATURAL,38.13534705,-119.5262587,0.60152464,,NLA12_CA-186,Target_Inacc,5,5,5a,5a,-2021789.74,322750.0819
NLA12_CA-187,,,,7.302385689,Included,89.6,Region_9,Nontarget-NoRecAquatUse,18,18060012,,,36.59175993,-121.9428375,0.993974431,,NLA12_CA-187,Lake_Special_Purpose,6,6,6w,6w,-2271165.444,210170.582
NLA12_CA-188,1,7712,8/6/2012,309.7251775,Included,141.06,Region_9,TargetSampleable,18,18050004,MAN_MADE,RESERVOIR,37.77693239,-122.1186618,34.81754668,,NLA12_CA-188,Target_Sampled,6,6,6r,6r,-2250127.709,342207.5893
NLA12_CA-189,,,,2.261562794,Included,129.85,Region_9,AccessDenied,18,18060002,MAN_MADE,MAN_MADE,37.00536639,-121.3944484,0.758729354,,NLA12_CA-189,Target_Denied,6,6,6r,6r,-2212081.82,241894.9977
NLA12_CA-190,1,7208,7/16/2012,48.14144143,Included,42.15,Region_9,TargetSampleable,18,18040004,MAN_MADE,MAN_MADE,38.06047879,-121.0282226,4.823763495,,NLA12_CA-190,Target_Sampled,6,7,6d,7a,-2150144.053,347599.2243
NLA12_CA-191,,,,3.929887126,Included,3474.85,Region_9,Inaccessible-Barrier/Safety,18,18030001,NATURAL,NATURAL,36.65136905,-118.3956844,0.730029357,,NLA12_CA-191,Target_Inacc,5,5,5k,5k,-1965311.676,137561.477
NLA12_CA-192,,,,25.6887264,Included,1921.76,Region_9,Inaccessible-Barrier/Safety,18,18040009,NATURAL,NATURAL,38.0604824,-119.7492424,2.711959862,,NLA12_CA-192,Target_Inacc,5,5,5l,5l,-2042628.999,319385.5051
NLA12_CA-193,,,,5.117402175,Included,3371.13,Region_9,Inaccessible-Barrier/Safety,18,18030010,NATURAL,NATURAL,36.92167109,-118.3891455,1.133107651,,NLA12_CA-193,Target_Inacc,5,5,5k,5k,-1957679.652,166873.673
NLA12_CA-194,,,,10.92926385,Included,35.18,Region_9,Nontarget-TooSmall,18,18020104,,,39.48691845,-122.1996393,1.237783027,,NLA12_CA-194,Lake_LT_1ha,7,7,7c,7c,-2204755.012,528549.3654
NLA12_CA-195,,,,11.41189714,Included,27.56,Region_9,Nontarget-Ephemeral,18,18040001,,,37.12451755,-120.7856693,1.786431551,,NLA12_CA-195,Non_Target,7,7,7m,7m,-2156832.194,240790.0026
NLA12_CA-196,,,,16.51264392,Included,0,Region_9,Nontarget-NoRecAquatUse,18,18050002,,,37.94049657,-122.3842502,3.486379825,,NLA12_CA-196,Lake_Special_Purpose,6,6,6t,6t,-2267395.879,366157.4121
NLA12_CA-197,,,,170.6527803,Included,67.51,Region_9,Nontarget-Ephemeral,18,18030012,,,35.74302478,-119.5884083,8.694526573,,NLA12_CA-197,Non_Target,7,7,7v,7v,-2092868.411,64256.88525
NLA12_CA-198,,,,5.866349601,Included,351.41,Region_9,Nontarget-Ephemeral,18,18040011,,,38.10243359,-120.6032613,0.944483241,,NLA12_CA-198,Non_Target,6,6,6b,6b,-2113258.888,342609.9024
NLA12_CA-199,,,,1.685343145,Included,3561.65,Region_9,Inaccessible-Barrier/Safety,18,18030001,NATURAL,NATURAL,36.61901791,-118.4806321,0.500347903,,NLA12_CA-199,Target_Inacc,5,5,5a,5a,-1973476.247,135798.1676
NLA12_CA-200,1,7366,7/23/2012,13.90867569,Included,2314.27,Region_9,TargetSampleable,16,16050102,NATURAL,NATURAL,39.36848919,-120.322472,1.505085911,,NLA12_CA-200,Target_Sampled,5,5,5c,5c,-2053749.804,473682.3831
NLA12_CA-201,,,,2.442156113,Included,3469.11,Region_9,Inaccessible-Barrier/Safety,18,18030010,NATURAL,NATURAL,37.01838203,-118.4937819,0.610857542,,NLA12_CA-201,Target_Inacc,5,5,5a,5a,-1964116.857,179568.2104
NLA12_CA-202,,,,14.99153314,Included,42.19,Region_9,Nontarget-NoRecAquatUse,18,18020107,MAN_MADE,MAN_MADE,39.19985216,-121.4505118,3.955153398,,NLA12_CA-202,Lake_Special_Purpose,7,7,7e,7e,-2151765.192,480386.2253
NLA12_CA-203,,,,2.630123634,Included,3388.63,Region_9,Nontarget-MapError,18,18030010,,,37.05761366,-118.7448163,0.643013428,,NLA12_CA-203,Not_Lake,5,5,5a,5a,-1984576.876,189055.5487
NLA12_CA-204,,,,1.524926046,Included,145.46,Region_9,Nontarget-TooSmall,18,18020103,,,39.90729912,-122.3467223,0.537953276,,NLA12_CA-204,Lake_LT_1ha,6,6,6e,6e,-2203921.038,577280.4458
NLA12_CA-205,,,,5.835640089,Included,2768.03,Region_9,Inaccessible-Barrier/Safety,18,18040008,NATURAL,NATURAL,37.59964918,-119.5183792,1.185430271,,NLA12_CA-205,Target_Inacc,5,5,5k,5k,-2035833.914,264370.8355
NLA12_CA-206,1,8076,8/20/2012,11052.35363,Included,325.4,Region_9,TargetSampleable,18,18020003,MAN_MADE,RESERVOIR,40.76439588,-122.2541896,546.2851138,NLA06608-2950,NLA12_CA-206,Target_Sampled,78,78,78k,78k,-2170189.218,667513.8165
NLA12_CA-207,,,,7.478872624,Included,3296.07,Region_9,Inaccessible-Barrier/Safety,18,18040006,NATURAL,NATURAL,37.50062758,-118.8884674,1.418002919,,NLA12_CA-207,Target_Inacc,5,5,5k,5k,-1985026.962,240276.5597
NLA12_CA-208,1,8149,8/21/2012,180.0083266,Included,1246.23,Region_9,TargetSampleable,18,18010204,NATURAL,NATURAL_ENH,41.99178315,-121.8782454,6.568672504,,NLA12_CA-208,Target_Sampled,9,9,9g,9g,-2102940.483,791312.5979
NLA12_CA-209,,,,11.77384353,Included,1388.86,Region_9,Nontarget-NoRecAquatUse,18,18020121,MAN_MADE,MAN_MADE,40.30513867,-121.2433236,1.872581063,,NLA12_CA-209,Lake_Special_Purpose,4,4,4f,4f,-2102150.097,595224.8642
NLA12_CA-210,,,,37.94087806,Included,177.57,Region_9,AccessDenied,18,18060010,MAN_MADE,MAN_MADE,34.54516026,-120.1346269,4.322227344,,NLA12_CA-210,Target_Denied,6,6,6ap,6ap,-2173973.361,-53318.95138
NLA12_CA-211,,,,7.147292724,Included,3211.73,Region_9,Inaccessible-Barrier/Safety,18,18040006,NATURAL,NATURAL,37.42273288,-118.8028296,1.087880001,,NLA12_CA-211,Target_Inacc,5,5,5k,5k,-1979817.869,230011.6028
NLA12_CA-212,1,8398,9/5/2012,16.2944611,Included,1865.21,Region_9,TargetSampleable,18,18020121,MAN_MADE,MAN_MADE,39.96955481,-121.2222947,2.481676645,,NLA12_CA-212,Target_Sampled,5,5,5c,5c,-2110302.294,558477.9902
NLA12_CA-213,,,,3.171581977,Included,400.72,Region_9,AccessDenied,18,18040006,MAN_MADE,MAN_MADE,37.03470837,-119.5446945,0.782735044,,NLA12_CA-213,Target_Denied,6,6,6c,6c,-2053590.034,203559.0821
NLA12_CA-214,,,,19.44102431,Included,1800.9,Region_9,Inaccessible-Barrier/Safety,18,18010211,NATURAL,NATURAL,40.99878771,-123.0117913,2.289163804,,NLA12_CA-214,Target_Inacc,78,78,78m,78m,-2223781.516,710252.5907
NLA12_CA-215,,,,8.057466483,Included,2842.62,Region_9,Inaccessible-Barrier/Safety,18,18040006,NATURAL,NATURAL,37.68690484,-119.1227807,1.033208808,,NLA12_CA-215,Target_Inacc,5,5,5k,5k,-1999917.952,265457.1148
NLA12_CA-216,,,,4.40383174,Included,241.9,Region_9,AccessDenied,18,18070103,MAN_MADE,MAN_MADE,34.25680211,-118.7919092,1.331359853,,NLA12_CA-216,Target_Denied,85,85,85c,85c,-2063082.596,-114517.1551
NLA12_CA-217,,,,9.83360014,Included,1926.51,Region_9,Nontarget-Ephemeral,18,18020003,NATURAL,NATURAL,40.74727985,-120.9664028,1.348422247,,NLA12_CA-217,Non_Target,4,4,4f,4f,-2066763.634,636958.3157
NLA12_CA-218,,,,16.53832278,Included,66.31,Region_9,Nontarget-Ephemeral,15,15030104,NATURAL,NATURAL,33.11049325,-114.7070849,3.435122428,,NLA12_CA-218,Non_Target,81,81,81g,81g,-1723699.121,-320956.7442
NLA12_CA-219,,,,7.234121489,Included,3362.36,Region_9,Inaccessible-Effort,18,18040006,NATURAL,NATURAL,37.29235557,-118.729506,1.020421553,,NLA12_CA-219,Target_Inacc,5,5,5a,5a,-1977035.017,214291.6683
