"SITEID_07","zpSR","zpDen","zpDiv.Sh","Omni","W.Omni","phySR","phyDiv.Sh","phyDen.Ind","phyDen.BioV","LAT_DD","LON_DD","LakeArea","LakeDepth","LakePerim","LakeEleva","HUC_2","HUC_8","ECO3","EPA_REG","Cond","DOC","NTL","PTL","Silica","pH","Temp","Sol","ECO_L3_NAM","NUT_REG","NUTREG_NAME","ECO_NUTA","ECO3_X_ORIGIN","STATE","DATE","ln_phyDen.BioV","ln_phySR","ln_zpSR","ln_zpDen","ln_Cond","ln_DOC","ln_NTL","ln_PTL","ln_Silica"
"NLA06608-0079",14,10.8755183475471,2.41297174141185,0.142857142857143,0.0690647482014388,36,2.13227502114963,6431.815989362,5024731.38063275,39.985855,-107.2317809,130.9081557,47.8,6.588221013,2934,14,14050005,21,"Region_8",84.35,1800,97,4,13145,8.03,7.108571,6.673398693,"Southern Rockies","II","Western Forested Mountains","II","WMTNS NATURAL","CO","7/12/2007",15.4298825538901,3.58351893845611,2.63905732961526,2.38651423998111,4.43497480899198,7.49554194388426,4.57471097850338,1.38629436111989,9.48379673716398
"NLA06608-0080",13,1.59246634300864,1.9146745268523,0.846153846153846,0.527567567567568,35,2.29709653983449,6289.063474228,2776481.52088279,34.120035,-91.56105203,79.79770424,3,6.378654064,51.5,8,8020402,73,"Region_6",410.6,5410,956,100,6754,8.46,28.383333,5.599084967,"Mississippi Alluvial Plain","X","Texas-Louisiana Coastal and Mississippi Alluvial Plains","CPL","PLNLOW NATURAL","AR","9/9/2007",14.8366950440979,3.55534806148941,2.56494935746154,0.46528397355239,6.01761950458483,8.59600437184053,6.8627579130514,4.60517018598809,8.81789020094551
"NLA06608-0081",14,5.10498107843326,2.04801901879708,0.714285714285714,0.460018814675447,27,1.7867634442171,283043.36272863,11103067.376674,48.22612,-122.1241675,10.0070393,8.5,1.610517764,42.78,17,17110008,2,"Region_10",61.72,9050,741,22,10209,7.31,11.877778,4.470915033,"Puget Lowland","II","Western Forested Mountains","II","WMTNS NATURAL","WA","7/3/2007",16.2227319683485,3.29583686600433,2.63905732961526,1.63021674513243,4.12260802749496,9.11052003669397,6.60800062529609,3.09104245335832,9.23102496316902
"NLA06608-0083",20,30.971769815418,2.21941439711424,0.5,0.0297984224364592,65,2.78923290464123,62139.584612067,6746392.6048236,45.950964,-99.13645049,48.33310631,2,4.992884041,590.81,10,10130106,42,"Region_8",4281,38850,3925,50,1727,8.86,22.0025,5.643529412,"Northwestern Glaciated Plains","V","South Central Cultivated Great Plains","V","PLNLOW NATURAL","ND","6/13/2007",15.7245184910757,4.17438726989564,2.99573227355399,3.43307613847497,8.36194190614495,10.5674633557958,8.27512163021651,3.91202300542815,7.45414107814668
"NLA06608-0085",15,7.42336432011652,0,0.4,0.0453421269579555,20,0.426580818091817,483458.154240351,11361030.2951172,43.460454,-116.1414317,33.42344767,1.6,2.786710231,973.07,17,17050114,12,"Region_10",213.8,10640,1581,417,16638,8.24,22.733333,6.665228758,"Snake River Plain","III","Xeric West","III","WMTNS MAN-MADE","ID","7/10/2007",16.2456996621374,2.99573227355399,2.70805020110221,2.00463236683357,5.36504099859094,9.27237576289563,7.36581283720947,6.0330862217988,9.71944451484383
"NLA06608-0086",18,11.9649535946807,2.79078716209656,0.5,0.109985528219971,32,2.8960332489516,250890.66537902,36879737.266755,45.616571,-122.4260347,101.3087296,14.2,8.99529581,55.6,17,17080001,3,"Region_10",110,2560,288,20,12897,8.59,15.573333,5.160065359,"Willamette Valley","I","Willamette and Central Valleys","II","WMTNS NATURAL","WA","8/2/2007",17.4231728326239,3.46573590279973,2.89037175789616,2.48198184293081,4.70048036579242,7.84776253747361,5.66296048013595,2.99573227355399,9.46475000516439
"NLA06608-0089",15,3.33159812597605,1.94589486549033,0.333333333333333,0.015625,38,2.89630209288152,75698.814814998,54352492.339459,35.773374,-81.54174586,879.2648891,15,86.85557092,301.83,3,3050101,45,"Region_4",62.86,1900,333,35,11543,7.44,20.8,5.560261438,"Piedmont","IX","Southeastern Temperate Forested Plains and Hills","IX","EHIGH MAN-MADE","NC","6/17/2007",17.8110010276918,3.63758615972639,2.70805020110221,1.20345210657921,4.14091003136942,7.54960916515453,5.80814248998044,3.55534806148941,9.35383447161491
"NLA06608-0090",14,15.546218487395,2.55777469123264,0.785714285714286,0.197837837837838,37,2.67803654685992,4268.42160919,442217.8250471,42.930755,-109.6534609,8.528510903,7.8,1.385546689,2812,14,14040102,17,"Region_8",34.4,5460,253,11,1841,7.16,11.411111,6.175098039,"Middle Rockies","II","Western Forested Mountains","II","WMTNS NATURAL","WY","6/26/2007",12.9995578565141,3.61091791264422,2.63905732961526,2.74381742496084,3.53805656437935,8.60520406873895,5.53338948872752,2.39789527279837,7.51806418123308
"NLA06608-0091",13,12.2674791533034,2.21327388858924,0.461538461538462,0.342483660130719,58,1.99599702295358,1592627.5104364,100148339.196537,41.369441,-87.43213825,305.5679078,3.7,9.227932592,211.77,7,7120001,54,"Region_5",325.9,7270,2021,170,2105,9.03,27.375,5.707189542,"Central Corn Belt Plains","VI","Corn Belt and Northern Great Plains","VI","PLNLOW NATURAL","IN","7/10/2007",18.4221630367787,4.06044301054642,2.56494935746154,2.50695178963696,5.78659058584352,8.89151157052756,7.61134771740362,5.13579843705026,7.65207074611648
"NLA06608-0099",22,29.6496815286624,2.74007459641933,0.272727272727273,0.0730397422126745,14,1.63258996353043,15550.68845997,405448.181605,43.099516,-88.45255303,314.7521338,18.8,11.02083828,262.37,7,7090001,53,"Region_5",557.8,5690,601,6,4510,8.57,14.735,5.489215686,"Southeastern Wisconsin Till Plains","VII","Mostly Glaciated Dairy Region","VII","PLNLOW NATURAL","WI","7/3/2007",12.9127483554817,2.63905732961526,3.09104245335832,3.38945138436286,6.32400047519339,8.64646552712038,6.39859493453521,1.79175946922805,8.41405243249672
"NLA06608-0101",7,96.8,1.09476854095203,0,0,13,1.41667046301982,1627.374849643,616867.742896,42.02168,-73.48227989,61.41489821,10.1,4.569671237,532.8,1,1100005,58,"Region_1",15.73,1180,63,1,205,5.32,20.207273,5.669281046,"Northeastern Highlands","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","EHIGH NATURAL","CT","8/21/2007",13.3324099247984,2.56494935746154,1.94591014905531,4.57264699428253,2.75556971707019,7.07326971745971,4.14313472639153,0,5.32300997913841
"NLA06608-0104",20,5.35499398315283,2.22057725864498,0.7,0.556803995006242,40,3.37802443718406,10242.30290877,6016046.1196406,37.655294,-98.26265148,56.79375053,1.9,4.717544883,479.33,11,11030015,27,"Region_7",308.9,6570,1076,102,1131,8.32,25.75,5.884901961,"Central Great Plains","V","South Central Cultivated Great Plains","V","PLNLOW MAN-MADE","KS","6/22/2007",15.6099408107461,3.68887945411394,2.99573227355399,1.67802958030484,5.73301759992454,8.79026911147866,6.98100574072173,4.62497281328427,7.03085747611612
"NLA06608-0105",18,14.5062073593558,2.06344863868002,0.444444444444444,0.245181187355436,41,2.37437455595814,19615.807433532,5024278.3036223,38.235021,-112.2015025,906.5113613,6,30.36851324,1820,16,16030001,19,"Region_8",485.8,3170,339,45,22525,8.42,19.087143,6.603267974,"Wasatch and Uinta Mountains","II","Western Forested Mountains","II","WMTNS MAN-MADE","UT","7/5/2007",15.4297923804252,3.71357206670431,2.89037175789616,2.67457665156922,6.18579701656807,8.06148686687133,5.82600010738045,3.80666248977032,10.0223810824765
"NLA06608-0107",10,16.0327868852459,1.62415222813082,0.1,0.00408997955010225,51,2.87760382674119,2449.791904206,996164.5514369,41.650161,-85.08175821,12.42080368,4,1.435689522,300.77,4,4050001,56,"Region_5",208.6,7050,520,3,1528,8.23,24.82,5.771503268,"Southern Michigan/Northern Indiana Drift Plains","VII","Mostly Glaciated Dairy Region","VII","PLNLOW NATURAL","IN","6/25/2007",13.8116677352067,3.93182563272433,2.30258509299405,2.77463580586151,5.34041854256667,8.86078289580631,6.25382881157547,1.09861228866811,7.33171496972647
"NLA06608-0110",16,4.1705804997182,1.80953098671487,0.0625,0.018018018018018,27,1.52143542328271,5790.074074799,527708.83869931,46.869734,-95.72856324,139.0508291,12.4,10.50970305,437.86,9,9020103,50,"Region_5",260.1,5810,491,12,1556,8.56,21.1,5.328366013,"Northern Lakes and Forests","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","PLNLOW NATURAL","MN","7/31/2007",13.1762999687311,3.29583686600433,2.77258872223978,1.42805523468761,5.56106617245461,8.66733584984596,6.19644412779452,2.484906649788,7.34987370473834
"NLA06608-0111",10,7.05624789491411,0.221889570239197,0.3,0.0167064439140811,28,0.848389139698366,10117.743590082,2043386.6722612,41.135405,-81.13692241,1064.647066,12.8,64.75594294,286.66,5,5030103,61,"Region_5",395.2,3790,343,6,1092,7.96,19.478462,5.77751634,"Erie Drift Plain","VII","Mostly Glaciated Dairy Region","VII","EHIGH MAN-MADE","OH","8/1/2007",14.5301191227835,3.3322045101752,2.30258509299405,1.95391345058652,5.97939196587371,8.24012129807647,5.83773044716594,1.79175946922805,6.99576615630485
"NLA06608-0112",14,23.3738815723334,1.35195163418459,0.285714285714286,0.301075268817204,27,1.44493919488596,77881.90476231,6549470.956411,39.012661,-89.14408234,276.3794065,9,30.39769287,160.22,7,7140202,72,"Region_5",195.4,6870,1266,96,1075,8.9,23.16,5.743986928,"Interior River Valleys and Hills","IX","Southeastern Temperate Forested Plains and Hills","IX","PLNLOW MAN-MADE","IL","7/9/2007",15.6948948343358,3.29583686600433,2.63905732961526,3.15161922685713,5.27504873960868,8.83491938521639,7.14361760270412,4.56434819146784,6.98007594056176
"NLA06608-0113",12,45.7,1.83484116610759,0.333333333333333,0.354485776805252,12,1.63469651873483,1151.312929118,320720.0378532,44.718642,-72.23412171,83.35226447,13.1,4.253680284,396.91,1,1110000,58,"Region_1",129.7,3760,190,9,687,8.19,13.542857,5.208169935,"Northeastern Highlands","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","EHIGH NATURAL","VT","7/16/2007",12.6783238653421,2.484906649788,2.484906649788,3.82209829790016,4.8652240913224,8.23217423638394,5.24702407216049,2.19722457733622,6.53233429222235
"NLA06608-0115",15,49.009900990099,2.11155677783149,0.2,0.181818181818182,17,2.18000020058285,474.287873401,5834684.6511683,44.323554,-89.19099056,6.737155775,17,0.987715321,271.25,4,4030202,51,"Region_5",324.2,2650,540,5,11854,7.41,13.433333,5.447254902,"North Central Hardwood Forests","VII","Mostly Glaciated Dairy Region","VII","PLNLOW NATURAL","WI","7/18/2007",15.5793307778839,2.83321334405622,2.70805020110221,3.89202233872148,5.78136060930158,7.88231491898027,6.29156913955832,1.6094379124341,9.38042064234778
"NLA06608-0116",10,3.54238713898495,1.58136797285377,0.1,0.163588390501319,13,1.34302702917995,4233.481480996,971713.1459846,35.666539,-106.3013899,406.2048459,25.8,34.23927252,1625.22,13,13020201,21,"Region_6",353.7,3870,271,26,16520,8.4,20.218519,6.575098039,"Southern Rockies","II","Western Forested Mountains","II","WMTNS MAN-MADE","NM","6/28/2007",13.7868159225871,2.56494935746154,2.30258509299405,1.26480083293191,5.86844909621144,8.26100978602383,5.6021188208797,3.25809653802148,9.71232704707497
"NLA06608-0120",30,7.63926640153358,2.47574436509964,0.533333333333333,0.304619225967541,15,1.2118997452445,19147.051095557,455524.9201327,36.16293,-96.36834536,10251.57227,20.6,466.5719919,220.49,11,11060006,29,"Region_6",569.6,5000,1174,315,11648,8.03,24.525455,5.393529412,"Cross Timbers","IX","Southeastern Temperate Forested Plains and Hills","IX","PLNLOW MAN-MADE","OK","6/18/2007",13.0292057035878,2.70805020110221,3.40119738166216,2.03330157782646,6.34493436009777,8.51719319141624,7.06817200038804,5.75257263882563,9.36288977043647
"NLA06608-0124",7,20.731546282847,1.01251972237739,0.714285714285714,0.36624203821656,24,0.994247604260546,56816.04820243,4129732.710462,42.140019,-101.8094915,30.53256534,1.1,2.430193088,1140.27,10,10210001,44,"Region_7",7382,290570,340,213,17325,9.49,25.4,6.182026144,"Nebraska Sand Hills","IV","Great Plains Grass and Shrublands","IVnat","PLNLOW NATURAL","NE","7/19/2007",15.2337232438264,3.17805383034795,1.94591014905531,3.03165651521662,8.90679988358994,12.5795997901024,5.82894561761021,5.36129216570943,9.7599058240581
"NLA06608-0126",16,6.05470368835474,2.1536630144176,0.5625,0.223819301848049,59,3.42794035256501,445569.23443235,65699019.491654,47.193058,-99.32424356,11.53500919,2.5,1.474450014,569.53,10,10160002,42,"Region_8",1482,31030,5728,502,27162,8.96,20.55,5.399803922,"Northwestern Glaciated Plains","V","South Central Cultivated Great Plains","V","PLNLOW NATURAL","ND","6/21/2007",18.0005945593199,4.07753744390572,2.77258872223978,1.80083543911971,7.30114780585603,10.3427097574424,8.65312170864048,6.21860011969173,10.209574216664
"NLA06608-0127",17,10.5735692052618,1.54437266679038,0.176470588235294,0.0251479289940828,37,2.45118934971122,4845.205957188,2470939.7087081,34.153646,-109.3063643,35.85993055,5.2,2.788304179,2106.3,15,15020001,23,"Region_9",508,11000,641,19,12522,9.01,20.766667,6.66751634,"Arizona/New Mexico Mountains","II","Western Forested Mountains","II","WMTNS MAN-MADE","AZ","7/11/2007",14.7201090851215,3.61091791264422,2.83321334405622,2.35835741603967,6.23048144757848,9.30565055178051,6.46302945692067,2.94443897916644,9.43524237630526
"NLA06608-0128",19,7.73277066183245,2.07928037748072,0.368421052631579,0.0261337432744043,54,3.3180136540758,174412.914876252,127015927.335811,48.752891,-109.2416928,12.37799839,2.2,3.099848391,787.37,10,10050008,42,"Region_8",517.7,15870,1356,76,2137,8.42,18.275,5.64,"Northwestern Glaciated Plains","V","South Central Cultivated Great Plains","V","PLNLOW MAN-MADE","MT","6/21/2007",18.6598230486524,3.98898404656427,2.94443897916644,2.04546722811127,6.24939592390786,9.67218581352046,7.21229446850034,4.33073334028633,7.66715825531915
"NLA06608-0129",13,6.84999037527055,2.2374613905567,0.769230769230769,0.366689513365319,63,3.49658871027417,7221.987456509,3927082.1834571,48.21241,-114.5994561,1138.974069,60.3,25.75629963,1203,17,17010208,15,"Region_8",246.4,2565,123.5,4.5,14077.5,8.38,10.586111,5.691960784,"Northern Rockies","II","Western Forested Mountains","II","WMTNS NATURAL","MT","7/21/2007",15.1834072611377,4.14313472639153,2.56494935746154,1.92424724720315,5.50695623165936,7.84971375760487,4.81624115606803,1.50407739677627,9.55233305712877
"NLA06608-0130",13,42.5684485006519,2.15495102723409,0.0769230769230769,0.0137825421133231,16,1.6389590163872,41123.24984787,7475821.374764,31.401384,-111.0870104,20.47176878,9.7,4.357197867,1168.89,15,15050301,79,"Region_9",159.2,10240,2234,36,17526,8.41,20.827273,6.59248366,"Madrean Archipelago","III","Xeric West","III","WMTNS MAN-MADE","AZ","8/13/2007",15.8271845541159,2.77258872223978,2.56494935746154,3.75111333333732,5.07016127341028,9.2340568985935,7.71154897962915,3.58351893845611,9.7714407716158
"NLA06608-0132",12,30.6731436502429,1.87332262829292,0.0833333333333333,0.126696832579186,20,1.75736933633732,5862.61206468,1225757.174219,36.208719,-109.0936327,88.38069497,6,4.69012423,2222,14,14080204,23,"Region_9",352.2,5960,466,56,14658,8.53,21.071429,6.411111111,"Arizona/New Mexico Mountains","II","Western Forested Mountains","II","WMTNS MAN-MADE","AZ","8/28/2007",14.0190693124182,2.99573227355399,2.484906649788,3.42338747206627,5.86419919606211,8.6928257600594,6.14418563412565,4.02535169073515,9.59274154048579
"NLA06608-0134",19,70,2.00538920683222,0.210526315789474,0.289795918367347,21,1.65327842091878,370.823685668,198245.36059533,41.880003,-73.04056323,99.98457278,19.8,5.007655389,285.96,1,1080207,58,"Region_1",57.55,2210,156,4,557,7.17,14.326667,5.731176471,"Northeastern Highlands","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","EHIGH NATURAL","CT","7/24/2007",12.1972607374343,3.04452243772342,2.94443897916644,4.24849524204936,4.05265413516789,7.7007477945118,5.04985600724954,1.38629436111989,6.32256523992728
"NLA06608-0137",15,50.8160237388724,0.990816572971233,0.333333333333333,0.205839416058394,24,2.27587733558003,1072.941176532,574215.3305713,38.148558,-119.3636363,116.0372371,34.2,6.076084703,2163.46,16,16050301,13,"Region_9",55.59,900,82,3,4471,7.53,12.339286,7.550130719,"Central Basin and Range","III","Xeric West","III","WMTNS NATURAL","CA","9/17/2007",13.2607597453223,3.17805383034795,2.70805020110221,3.92821173277806,4.01800332896538,6.80239476332431,4.40671924726425,1.09861228866811,8.40536737623398
"NLA06608-0139",23,8.11897106109325,2.42863267169697,0.347826086956522,0.253465346534653,49,3.06665720961945,1825.477189732,306815.81174787,41.172052,-85.93794192,94.68796912,7.9,9.357351254,251.92,5,5120106,56,"Region_5",496.6,8210,763,33,23459,8.53,19.911111,5.771503268,"Southern Michigan/Northern Indiana Drift Plains","VII","Mostly Glaciated Dairy Region","VII","PLNLOW NATURAL","IN","7/11/2007",12.634002884787,3.89182029811063,3.13549421592915,2.09420342953023,6.20778487307407,9.01310820244647,6.63725803128446,3.49650756146648,10.063009495553
"NLA06608-0140",16,67.0435274166196,1.55983860346516,0.375,0.436762225969646,25,2.61047850056592,2053.63949804,1825967.0773877,39.639176,-95.45270584,26.86439392,1.7,4.019914937,321.71,10,10270103,47,"Region_7",276.7,7530,1158,173,4649,8.49,25.925,5.558366013,"Western Corn Belt Plains","VI","Corn Belt and Northern Great Plains","VI","PLNLOW MAN-MADE","KS","6/20/2007",14.4176203100664,3.2188758248682,2.77258872223978,4.20534207138598,5.62293388679288,8.92665032079394,7.05444965813294,5.15329159449778,8.44440742169058
"NLA06608-0141",13,13.153673403914,1.41801238782621,0.230769230769231,0.0365853658536585,34,1.56685263252797,2509.782509946,69413403.0061051,39.416227,-75.68870871,65.47479386,1.6,9.836282885,0,2,2040205,63,"Region_3",214.6,3400,975,73,12614,8.1,21.3,5.800065359,"Middle Atlantic Coastal Plain","XIV","Eastern Coastal Plain","CPL","PLNLOW MAN-MADE","DE","8/23/2007",18.0555905337196,3.52636052461616,2.56494935746154,2.57670106591911,5.3687758301966,8.13153071060425,6.88243747099785,4.29045944114839,9.4425625872236
"NLA06608-0142",21,64.2857142857143,2.4155700104948,0.238095238095238,0.0537037037037037,17,2.00518622285756,1087.905201789,443442.7890066,45.997912,-89.54369029,130.8236981,16.8,8.157706901,497.98,7,7070001,50,"Region_5",101.8,3840,293,7,13051,6.83,17.411765,5.336797386,"Northern Lakes and Forests","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","PLNLOW NATURAL","WI","8/13/2007",13.002324073553,2.83321334405622,3.04452243772342,4.16333743370905,4.62301010411642,8.25322764558177,5.68017260901707,1.94591014905531,9.47662003816753
"NLA06608-0144",20,16.8665667166417,2.62852142718849,0.4,0.174222222222222,40,0.63806689697893,186354.412744462,21892002.9221077,33.395251,-99.39138265,706.1356995,12,36.14835531,405.7,12,12060101,27,"Region_6",405.8,6290,898,69,8866,7.74,26.453846,5.768627451,"Central Great Plains","V","South Central Cultivated Great Plains","V","PLNLOW MAN-MADE","TX","8/2/2007",16.9016319647243,3.68887945411394,2.99573227355399,2.82533336171694,6.00586042739171,8.74671634969449,6.8001700683022,4.23410650459726,9.089979015305
"NLA06608-0148",18,14.9169317780134,2.05104268300104,0.277777777777778,0.454976303317536,42,2.97016721606252,6579.901840928,9687887.4811619,39.348605,-86.1080157,28.96652302,7.3,4.842928367,236.08,5,5120204,55,"Region_5",251.6,3570,342,16,2360,8.33,21.675,5.795686275,"Eastern Corn Belt Plains","VI","Corn Belt and Northern Great Plains","VI","PLNLOW MAN-MADE","IN","7/26/2007",16.0863869498993,3.73766961828337,2.89037175789616,2.70249692872254,5.52784052482629,8.18032087477368,5.8348107370626,2.77258872223978,7.76641689801966
